domainId,instanceId,comparableId,feature0,feature1,feature2,feature3,feature4,feature5,delta_x0,delta_x1,delta_x2,delta_x3,delta_x4,delta_x5,delta_y0,delta_y1,delta_y2,delta_y3,delta_y4,delta_y5,pred,actual,adjusted_step_number,adjusted_order,adjusted_price
0,9,9,1.0,1.02,5.0,6.0,10.409582,73.0,0.0,0.6,0.0,0.0,-1.67,21.0,0.0,74.09,0.0,0.0,0.12,26.98,265.8,245,3,"1,4,5","319.1,319.2,346.2"
0,10,1,2.5,2.62,3.0,9.0,14.713204,14.0,0.0,0.17,0.0,0.0,0.05,2.0,0.0,42.68,0.0,0.0,-3.96,-17.83,661.2,648,3,"1,4,5","690.7,686.7,668.9"
0,10,3,2.5,2.601,3.0,9.0,14.800196,20.0,0.0,0.19,0.0,0.0,-0.04,-4.0,0.0,44.25,0.0,0.0,41.7,-27.88,622.5,625,3,"5,1,4","597.1,641.4,683.1"
0,11,0,1.75,1.48,4.0,7.0,21.367851,35.0,0.25,0.06,0.0,0.0,-1.09,-4.0,-13.14,20.41,0.0,0.0,15.19,-4.44,252.2,250,4,"5,0,1,4","245.6,232.4,252.8,268.0"
0,11,7,2.0,1.37,4.0,7.0,21.221989,36.0,0.0,0.17,0.0,0.0,-0.94,-5.0,0.0,24.32,0.0,0.0,23.76,-8.21,218.6,232,3,"5,1,4","224.3,248.6,272.4"
0,12,4,2.5,2.43,5.0,8.0,11.955256,47.0,0.0,-0.16,0.0,0.0,-3.98,-4.0,0.0,-41.37,0.0,0.0,87.39,-7.49,589.6,605,3,"4,5,1","692.4,684.9,643.5"
0,12,5,3.0,2.45,5.0,8.0,9.699399,48.0,-0.5,-0.18,0.0,0.0,-1.73,-5.0,17.93,-23.88,0.0,0.0,24.11,-4.09,627.3,610,4,"0,5,1,4","627.9,623.8,600.0,624.1"
0,12,8,2.5,2.43,5.0,8.0,9.130187,52.0,0.0,-0.16,0.0,0.0,-1.16,-9.0,0.0,-6.1,0.0,0.0,60.63,-55.77,671.9,645,3,"5,1,4","589.2,583.1,643.8"
0,13,1,2.25,2.3,4.0,8.0,9.489986,36.0,-0.25,-0.22,0.0,0.0,0.86,-3.0,0.76,-48.95,0.0,0.0,-27.47,32.66,613.5,615,4,"0,5,1,4","615.8,648.4,599.5,572.0"
0,13,3,2.25,2.33,4.0,8.0,9.536392,42.0,-0.25,-0.25,0.0,0.0,0.81,-9.0,-5.02,-62.97,0.0,0.0,-7.47,33.57,620.8,615,4,"0,1,4,5","610.0,547.0,539.5,573.1"
0,13,7,2.25,2.15,4.0,8.0,11.712623,36.0,-0.25,-0.07,0.0,0.0,-1.36,-3.0,-11.97,-3.19,0.0,0.0,8.7,6.96,532.7,573,4,"5,0,1,4","580.0,568.0,564.8,573.5"
0,14,2,2.5,2.37,3.0,9.0,9.278231,25.0,0.0,0.25,0.0,0.0,0.7,0.0,0.0,11.69,0.0,0.0,-10.35,0.0,640.0,655,2,"1,4","666.7,656.3"
0,15,3,1.5,1.04,4.0,7.0,10.613777,60.0,0.0,0.0,0.0,0.0,-2.23,-3.0,0.0,0.0,0.0,0.0,82.48,9.28,299.3,290,2,"5,4","299.3,381.8"
0,16,5,3.0,2.97,3.0,9.0,14.631078,16.0,0.0,0.49,0.0,0.0,0.82,11.0,0.0,67.04,0.0,0.0,-14.12,-22.25,702.7,727,3,"1,4,5","793.9,779.8,757.6"
0,16,7,3.0,2.97,3.0,9.0,14.634654,15.0,0.0,0.49,0.0,0.0,0.81,12.0,0.0,65.85,0.0,0.0,-14.27,-29.76,708.5,726,3,"1,4,5","791.9,777.6,747.8"
0,17,5,1.5,1.89,3.0,8.0,2.8515975,96.0,0.25,0.49,0.0,0.0,1.09,2.0,-23.27,14.13,0.0,0.0,-47.32,-23.61,817.6,825,4,"0,1,4,5","801.7,815.9,768.5,744.9"
0,17,7,1.5,1.84,3.0,8.0,4.193588,108.0,0.25,0.54,0.0,0.0,-0.25,-10.0,-47.67,100.19,0.0,0.0,11.39,-40.74,719.1,701,4,"5,0,1,4","660.3,612.6,712.8,724.2"
0,17,9,1.75,2.45,3.0,8.0,2.5758822,100.0,0.0,-0.07,0.0,0.0,1.37,-2.0,0.0,-55.19,0.0,0.0,-128.31,-46.31,896.0,937,3,"5,1,4","890.7,835.5,707.2"
0,18,5,1.5,1.01,5.0,7.0,7.9002113,62.0,0.0,0.29,0.0,0.0,2.04,-3.0,0.0,27.96,0.0,0.0,-19.8,-35.72,405.0,405,3,"5,1,4","369.3,397.2,377.4"
0,18,7,1.75,1.34,5.0,7.0,8.807197,48.0,-0.25,-0.04,0.0,0.0,1.13,11.0,-3.71,-8.15,0.0,0.0,-18.8,-15.86,422.0,420,4,"0,1,4,5","416.3,408.1,389.3,373.5"
0,19,1,2.25,1.87,3.0,7.0,20.65778,6.0,0.25,0.08,0.0,0.0,0.06,-4.0,-14.19,12.49,0.0,0.0,-2.0,-0.6,298.7,293,4,"5,0,1,4","292.4,278.2,290.7,288.7"
0,19,3,2.5,1.98,3.0,7.0,19.44493,3.0,0.0,-0.03,0.0,0.0,1.27,-1.0,0.0,-15.64,0.0,0.0,-20.62,2.23,310.2,318,3,"5,1,4","320.2,304.5,283.9"
0,19,5,2.5,1.98,3.0,7.0,19.282082,3.0,0.0,-0.03,0.0,0.0,1.44,-1.0,0.0,-15.25,0.0,0.0,-10.6,-1.08,312.7,318,3,"5,1,4","316.7,301.4,290.8"
0,20,1,1.75,2.1,3.0,7.0,5.2231336,72.0,0.0,0.16,0.0,0.0,2.28,-5.0,0.0,19.07,0.0,0.0,-97.84,-4.19,553.5,580,3,"4,5,1","482.2,478.0,497.0"
0,20,2,1.75,1.89,3.0,7.0,8.836302,71.0,0.0,0.37,0.0,0.0,-1.34,-4.0,0.0,20.42,0.0,0.0,117.0,-38.1,379.1,385,3,"5,1,4","346.9,367.3,484.3"
0,21,5,1.75,1.44,3.0,7.0,11.081854,42.0,0.0,0.17,0.0,0.0,0.01,5.0,0.0,26.58,0.0,0.0,-4.76,-4.12,373.7,375,3,"1,4,5","401.6,396.8,392.7"
0,21,6,1.75,1.4,3.0,7.0,10.573865,50.0,0.0,0.21,0.0,0.0,0.52,-3.0,0.0,31.69,0.0,0.0,-1.8,23.1,311.9,335,3,"5,1,4","358.1,389.8,388.0"
0,21,9,1.75,1.68,3.0,7.0,10.357918,39.0,0.0,-0.07,0.0,0.0,0.74,8.0,0.0,-27.71,0.0,0.0,-17.28,2.95,413.0,420,3,"1,4,5","391.9,374.6,377.6"
0,22,2,2.25,1.24,3.0,7.0,13.150475,6.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,-9.71,-7.16,329.0,352,2,"4,5","342.8,335.6"
0,22,6,2.25,1.445,3.0,7.0,13.361486,10.0,0.0,-0.21,0.0,0.0,-0.17,-3.0,0.0,-16.64,0.0,0.0,15.57,-22.41,351.9,366,3,"5,1,4","343.6,326.9,342.5"
0,22,7,2.25,1.43,3.0,7.0,11.799845,5.0,0.0,-0.19,0.0,0.0,1.39,2.0,0.0,-16.23,0.0,0.0,-4.44,-2.08,340.9,355,3,"1,4,5","338.8,334.3,332.2"
0,23,2,2.25,1.39,3.0,7.0,8.237225,11.0,0.0,-0.04,0.0,0.0,0.58,-6.0,0.0,-5.37,0.0,0.0,-8.81,-4.09,333.1,328,3,"5,1,4","324.4,319.0,310.2"
0,23,8,2.0,1.42,3.0,7.0,9.173921,12.0,0.25,-0.07,0.0,0.0,-0.35,-7.0,10.18,-17.93,0.0,0.0,15.48,-11.64,323.5,320,4,"1,0,4,5","302.1,312.2,327.7,316.1"
0,24,6,2.25,1.91,3.0,8.0,8.435172,55.0,0.0,-0.07,0.0,0.0,0.02,-1.0,0.0,-33.06,0.0,0.0,-23.82,3.86,494.2,528,3,"5,1,4","531.9,498.8,475.0"
0,25,7,1.75,2.21,4.0,8.0,4.141343,64.0,0.0,-0.09,0.0,0.0,0.05,10.0,0.0,-46.35,0.0,0.0,-21.83,17.19,733.7,768,3,"1,4,5","721.1,699.3,716.5"
0,26,1,2.75,2.18,4.0,7.0,7.755423,56.0,0.25,-0.07,0.0,0.0,-4.56,-6.0,3.86,-42.79,0.0,0.0,59.02,-18.4,539.0,545,4,"5,1,0,4","526.6,483.8,487.7,546.7"
0,27,4,1.0,1.8,4.0,7.0,6.042847,86.0,0.0,-0.28,0.0,0.0,-0.35,2.0,0.0,-34.19,0.0,0.0,16.23,-26.59,534.4,556,3,"4,1,5","572.2,538.0,511.5"
0,27,6,1.0,1.53,4.0,7.0,3.4721951,87.0,0.0,-0.01,0.0,0.0,2.22,1.0,0.0,-28.05,0.0,0.0,-25.3,6.65,572.8,575,3,"1,4,5","546.9,521.6,528.3"
0,27,7,1.0,1.37,4.0,7.0,4.166312,94.0,0.0,0.15,0.0,0.0,1.52,-6.0,0.0,9.36,0.0,0.0,-3.29,-54.77,558.0,565,3,"5,1,4","510.2,519.6,516.3"
0,28,2,2.0,1.49,3.0,8.0,20.889349,20.0,0.0,0.1,0.0,0.0,-1.77,-6.0,0.0,0.69,0.0,0.0,26.53,-8.62,311.6,290,3,"5,1,4","281.4,282.1,308.6"
0,28,5,2.25,1.93,3.0,8.0,19.165277,19.0,-0.25,-0.34,0.0,0.0,-0.05,-5.0,-5.93,-36.12,0.0,0.0,4.27,15.0,352.1,360,4,"0,1,4,5","354.1,318.0,322.2,337.2"
0,28,8,2.0,1.83,3.0,8.0,20.889385,26.0,0.0,-0.24,0.0,0.0,-1.77,-12.0,0.0,-21.68,0.0,0.0,3.5,26.32,319.2,305,3,"5,1,4","331.3,309.6,313.1"
0,29,1,2.5,2.41,3.0,7.0,16.903437,37.0,0.0,-0.28,0.0,0.0,-1.29,0.0,0.0,-48.83,0.0,0.0,59.14,0.0,342.5,330,2,"1,4","281.2,340.3"
0,29,2,2.25,2.24,3.0,7.0,14.291609,35.0,0.25,-0.11,0.0,0.0,1.33,2.0,-9.66,-28.15,0.0,0.0,-41.46,-23.65,423.7,418,4,"1,0,4,5","390.0,380.4,338.9,315.3"
0,29,8,2.5,1.97,3.0,7.0,18.090424,27.0,0.0,0.16,0.0,0.0,-2.47,10.0,0.0,21.38,0.0,0.0,52.82,-40.31,312.4,289,3,"1,4,5","310.4,363.2,322.9"
0,30,1,2.5,4.08,3.0,10.0,16.372337,17.0,0.0,0.04,0.0,0.0,-1.89,1.0,0.0,50.06,0.0,0.0,0.99,-63.57,913.0,899,3,"1,4,5","949.1,950.0,886.5"
0,31,0,2.0,1.82,4.0,8.0,11.052137,48.0,-0.25,-0.09,0.0,0.0,-1.91,2.0,1.23,-23.07,0.0,0.0,54.04,-45.58,491.3,520,4,"0,4,1,5","521.1,575.2,552.1,506.5"
0,31,2,1.75,1.9,4.0,8.0,8.32761,49.0,0.0,-0.17,0.0,0.0,0.82,1.0,0.0,-39.06,0.0,0.0,-34.29,10.16,552.8,566,3,"1,4,5","526.9,492.7,502.8"
0,31,5,1.75,1.43,4.0,8.0,9.258099,51.0,0.0,0.3,0.0,0.0,-0.11,-1.0,0.0,42.52,0.0,0.0,27.96,-29.82,486.8,463,3,"5,1,4","432.8,475.3,503.3"
0,32,7,2.25,2.34,4.0,9.0,7.03872,52.0,0.5,-0.04,0.0,0.0,-2.52,13.0,42.85,-103.17,0.0,0.0,114.74,-119.81,1024.3,995,4,"1,0,4,5","891.8,934.7,1049.4,929.6"
0,32,9,2.25,2.46,4.0,9.0,8.6611805,58.0,0.5,-0.16,0.0,0.0,-4.14,7.0,-20.09,-52.56,0.0,0.0,185.24,-83.97,853.7,900,4,"4,0,1,5","1085.2,1065.1,1012.6,928.6"
0,33,3,2.5,1.94,3.0,7.0,20.788628,15.0,0.0,-0.05,0.0,0.0,-0.59,-4.0,0.0,-1.89,0.0,0.0,4.14,-18.62,326.0,322,3,"5,1,4","303.9,302.0,306.1"
0,33,6,2.5,1.89,3.0,7.0,21.642988,12.0,0.0,0.0,0.0,0.0,-1.45,-1.0,0.0,0.0,0.0,0.0,244.47,-272.57,332.9,323,2,"5,4","50.4,294.9"
0,33,7,2.5,1.89,3.0,7.0,21.700813,12.0,0.0,0.0,0.0,0.0,-1.51,-1.0,0.0,0.0,0.0,0.0,245.48,-272.15,331.5,310,2,"5,4","37.8,283.3"
0,33,8,2.5,2.014,3.0,7.0,18.929926,10.0,0.0,-0.12,0.0,0.0,1.27,1.0,0.0,-27.81,0.0,0.0,-7.93,4.98,319.2,321,3,"1,4,5","293.2,285.3,290.2"
0,34,1,1.0,1.06,4.0,6.0,9.722609,64.0,0.0,0.08,0.0,0.0,-1.08,2.0,0.0,36.31,0.0,0.0,1.47,-17.66,290.7,300,3,"1,4,5","336.3,337.8,320.1"
0,34,3,1.0,0.99,4.0,6.0,7.3520594,68.0,0.0,0.15,0.0,0.0,1.29,-2.0,0.0,6.2,0.0,0.0,-19.06,-6.06,311.8,325,3,"5,1,4","318.9,325.1,306.1"
0,35,1,1.0,1.0,4.0,7.0,4.9449015,99.0,0.0,-0.03,0.0,0.0,-1.13,0.0,0.0,-33.19,0.0,0.0,43.46,0.0,488.5,485,2,"1,4","451.8,495.2"
0,35,8,1.0,0.9,4.0,7.0,5.546343,106.0,0.0,0.07,0.0,0.0,-1.73,-7.0,0.0,7.03,0.0,0.0,58.29,-34.27,457.7,473,3,"5,1,4","438.7,445.8,504.0"
0,36,2,1.75,1.46,4.0,8.0,19.350668,48.0,0.0,-0.09,0.0,0.0,-3.67,-8.0,0.0,-12.46,0.0,0.0,47.99,6.39,282.3,260,3,"1,5,4","247.5,253.9,301.9"
0,36,4,1.75,1.67,4.0,8.0,19.953672,41.0,0.0,-0.3,0.0,0.0,-4.27,-1.0,0.0,-22.33,0.0,0.0,49.48,-0.96,285.9,268,3,"1,5,4","246.2,245.2,294.7"
0,36,9,1.5,1.44,4.0,8.0,13.483932,47.0,0.25,-0.07,0.0,0.0,2.2,-7.0,-2.2,-27.65,0.0,0.0,-11.39,11.23,372.9,330,4,"1,5,0,4","302.4,313.6,311.4,300.0"
0,37,4,2.5,2.03,3.0,7.0,12.239169,46.0,0.0,-0.19,0.0,0.0,-1.69,-2.0,0.0,-55.38,0.0,0.0,47.03,2.05,411.3,385,3,"1,5,4","329.6,331.7,378.7"
0,37,5,2.5,1.57,3.0,7.0,11.800448,43.0,0.0,0.27,0.0,0.0,-1.26,1.0,0.0,30.18,0.0,0.0,6.14,-24.55,384.0,365,3,"1,4,5","395.2,401.3,376.8"
0,37,7,2.5,1.72,3.0,7.0,12.874002,45.0,0.0,0.12,0.0,0.0,-2.33,-1.0,0.0,2.35,0.0,0.0,58.13,-23.95,364.9,339,3,"5,1,4","315.0,317.4,375.5"
0,38,6,2.0,1.38,3.0,7.0,19.041563,26.0,0.0,0.11,0.0,0.0,0.95,-1.0,0.0,5.51,0.0,0.0,-1.19,-16.92,262.4,272,3,"5,1,4","255.1,260.6,259.4"
0,38,8,2.0,1.41,3.0,7.0,19.236242,30.0,0.0,0.08,0.0,0.0,0.76,-5.0,0.0,0.34,0.0,0.0,-0.33,-16.81,260.7,272,3,"5,1,4","255.1,255.4,255.1"
0,38,9,2.0,1.32,3.0,7.0,19.549282,22.0,0.0,0.17,0.0,0.0,0.45,3.0,0.0,11.2,0.0,0.0,-4.45,1.31,254.6,265,3,"1,4,5","276.2,271.7,273.1"
0,39,6,1.0,1.37,3.0,7.0,8.108977,67.0,0.0,-0.01,0.0,0.0,-0.61,-8.0,0.0,-1.65,0.0,0.0,23.26,-41.95,334.6,357,3,"5,1,4","315.1,313.4,336.7"
0,40,3,2.5,2.35,3.0,10.0,2.2265332,8.0,0.0,0.48,0.0,0.0,3.41,-7.0,0.0,32.53,0.0,0.0,-72.73,-35.78,1068.1,1050,3,"5,1,4","1014.2,1046.8,974.0"
0,41,5,2.5,1.57,3.0,8.0,6.2298155,7.0,0.0,0.13,0.0,0.0,-1.01,10.0,0.0,50.67,0.0,0.0,26.94,-23.67,437.0,415,3,"1,4,5","465.6,492.6,468.9"
0,41,6,2.5,1.54,3.0,8.0,6.2298155,7.0,0.0,0.16,0.0,0.0,-1.01,10.0,0.0,58.41,0.0,0.0,26.28,-23.84,428.0,413,3,"1,4,5","471.9,498.1,474.3"
0,42,0,2.5,2.56,3.0,8.0,19.681095,2.0,0.0,0.08,0.0,0.0,-0.6,1.0,0.0,22.33,0.0,0.0,15.56,-29.77,392.0,380,3,"1,4,5","401.8,417.4,387.6"
0,42,4,2.5,2.42,3.0,8.0,18.74463,2.0,0.0,0.22,0.0,0.0,0.34,1.0,0.0,23.96,0.0,0.0,-2.19,-3.77,391.3,365,3,"1,4,5","389.0,386.8,383.0"
0,42,6,2.5,2.517,3.0,8.0,20.915127,1.0,0.0,0.13,0.0,0.0,-1.83,2.0,0.0,24.87,0.0,0.0,20.69,-1.24,364.2,354,3,"1,4,5","378.8,399.5,398.2"
0,42,7,2.5,2.718,3.0,8.0,20.93124,9.0,0.0,-0.08,0.0,0.0,-1.85,-6.0,0.0,-23.77,0.0,0.0,22.2,0.38,389.6,388,3,"5,1,4","388.9,365.1,387.3"
0,43,5,2.5,2.47,3.0,9.0,12.169034,24.0,0.25,0.08,0.0,0.0,-2.04,2.0,5.23,16.58,0.0,0.0,23.38,-10.28,618.6,607,4,"0,1,4,5","612.2,628.8,652.2,641.9"
0,44,1,2.25,2.07,3.0,8.0,19.372828,36.0,0.0,0.03,0.0,0.0,0.04,1.0,0.0,1.67,0.0,0.0,-0.37,0.47,321.0,300,3,"1,4,5","301.7,301.3,301.8"
0,44,6,2.25,2.39,3.0,8.0,20.398172,28.0,0.0,-0.29,0.0,0.0,-0.98,9.0,0.0,-37.45,0.0,0.0,13.73,-27.12,361.8,350,3,"1,4,5","312.5,326.3,299.1"
0,45,1,2.5,1.93,4.0,7.0,11.432802,54.0,0.0,-0.11,0.0,0.0,-1.1,6.0,0.0,-11.75,0.0,0.0,6.79,-4.37,412.8,432,3,"1,4,5","420.8,427.5,423.2"
0,45,3,2.25,1.8,4.0,7.0,10.089919,56.0,0.25,0.02,0.0,0.0,0.24,4.0,11.1,4.69,0.0,0.0,-19.18,10.41,438.8,420,4,"0,1,4,5","431.1,435.8,416.6,427.0"
0,46,4,3.0,1.46,3.0,8.0,6.366403,8.0,-0.25,-0.11,0.0,0.0,0.03,1.0,-3.1,-8.09,0.0,0.0,-14.33,1.12,429.4,437,4,"1,0,4,5","428.9,425.8,411.5,412.6"
0,46,8,2.5,1.26,3.0,8.0,5.106679,9.0,0.25,0.09,0.0,0.0,1.28,0.0,-7.22,14.92,0.0,0.0,-52.89,0.0,429.6,452,3,"0,1,4","444.8,459.7,406.8"
0,46,9,2.5,1.17,3.0,8.0,6.8233423,7.0,0.25,0.18,0.0,0.0,-0.43,2.0,-4.28,34.96,0.0,0.0,60.23,-26.43,328.7,325,4,"0,1,4,5","320.7,355.7,415.9,389.5"
0,47,8,2.0,2.13,5.0,7.0,4.922958,90.0,-0.25,-0.37,0.0,0.0,0.8,-1.0,-10.97,-49.79,0.0,0.0,-36.3,-0.89,633.6,652,4,"5,1,0,4","651.1,601.3,590.4,554.1"
0,48,2,2.25,1.45,4.0,7.0,22.51113,52.0,-0.25,0.02,0.0,0.0,1.88,-5.0,1.41,0.65,0.0,0.0,-5.27,-3.12,241.9,265,4,"0,5,1,4","266.4,263.3,263.9,258.7"
0,49,8,1.75,2.28,5.0,7.0,5.027162,89.0,0.25,-0.28,0.0,0.0,-2.37,1.0,-8.01,-57.98,0.0,0.0,30.77,-28.38,649.1,665,4,"1,0,4,5","607.0,599.0,629.8,601.4"
0,50,4,1.0,1.16,3.0,7.0,8.265552,63.0,0.0,0.05,0.0,0.0,1.01,3.0,0.0,3.23,0.0,0.0,-8.05,7.56,343.2,317,3,"4,1,5","309.0,312.2,319.7"
0,50,9,1.0,1.04,3.0,7.0,9.007778,62.0,0.0,0.17,0.0,0.0,0.27,4.0,0.0,21.66,0.0,0.0,-4.86,9.69,305.2,286,3,"4,1,5","280.8,302.5,312.1"
0,51,4,1.0,1.23,3.0,7.0,10.8933325,60.0,0.0,-0.02,0.0,0.0,-1.15,3.0,0.0,-8.98,0.0,0.0,30.07,-20.71,294.8,320,3,"1,4,5","311.0,341.1,320.4"
0,51,7,1.0,1.16,3.0,7.0,8.265552,63.0,0.0,0.05,0.0,0.0,1.48,0.0,0.0,42.74,0.0,0.0,-52.22,0.0,343.2,317,2,"4,1","264.8,307.5"
0,52,4,2.5,1.75,3.0,7.0,20.616268,27.0,0.0,-0.03,0.0,0.0,-0.64,-5.0,0.0,-46.94,0.0,0.0,36.76,-2.97,279.3,270,3,"1,5,4","223.1,220.1,256.9"
0,53,0,3.0,1.85,3.0,7.0,12.074043,34.0,0.25,0.13,0.0,1.0,-0.29,1.0,56.3,25.18,0.0,83.68,35.66,-39.96,381.1,355,5,"0,1,3,4,5","411.3,436.5,520.2,555.8,515.9"
0,53,7,2.75,2.03,3.0,8.0,15.741584,36.0,0.5,-0.05,0.0,0.0,-3.95,-1.0,80.85,-66.76,0.0,0.0,70.66,14.64,450.7,440,4,"5,1,0,4","454.6,387.9,468.7,539.4"
0,54,3,2.5,2.1,5.0,8.0,9.00462,35.0,-0.5,0.32,0.0,1.0,-0.92,1.0,-36.84,27.28,0.0,89.24,135.31,-41.68,603.2,610,5,"0,1,3,4,5","573.2,600.4,689.7,825.0,783.3"
0,54,6,2.0,3.12,5.0,9.0,9.07092,37.0,0.0,-0.7,0.0,0.0,-0.99,-1.0,0.0,-168.34,0.0,0.0,88.67,-5.48,902.1,855,3,"1,5,4","686.7,681.2,769.8"
0,55,7,3.5,3.48,4.0,8.0,13.366859,32.0,1.25,0.22,0.0,-1.0,-1.55,21.0,-195.09,26.3,0.0,-45.84,206.96,-17.07,664.5,650,5,"3,0,1,4,5","604.2,409.1,435.4,642.3,625.3"
0,56,0,3.25,1.38,3.0,7.0,6.782206,15.0,-0.25,0.11,0.0,0.0,-2.89,7.0,-29.96,35.87,0.0,0.0,91.3,-50.91,306.3,322,4,"0,1,4,5","292.0,327.9,419.2,368.3"
0,57,4,2.5,2.28,3.0,8.0,12.032611,25.0,0.0,-0.13,0.0,0.0,-1.16,-2.0,0.0,-27.86,0.0,0.0,8.66,-1.43,484.6,475,3,"1,5,4","447.1,445.7,454.4"
0,58,3,2.5,2.7,3.0,9.0,12.155274,11.0,0.0,-0.04,0.0,0.0,0.38,8.0,0.0,-41.18,0.0,0.0,-28.48,-8.48,683.4,690,3,"1,4,5","648.8,620.3,611.9"
0,58,4,2.5,2.57,3.0,9.0,14.260813,15.0,0.0,0.09,0.0,0.0,-1.73,4.0,0.0,37.78,0.0,0.0,37.99,-76.37,619.4,625,3,"1,4,5","662.8,700.8,624.4"
0,58,5,2.5,2.42,3.0,9.0,13.081462,25.0,0.0,0.24,0.0,0.0,-0.55,-6.0,0.0,33.47,0.0,0.0,69.19,-29.26,567.2,570,3,"5,1,4","540.7,574.2,643.4"
0,59,2,1.75,1.68,3.0,7.0,5.534338,99.0,0.0,-0.08,0.0,0.0,0.24,-8.0,0.0,-31.71,0.0,0.0,-35.0,36.57,527.2,545,3,"5,1,4","581.6,549.9,514.9"
0,59,6,2.0,1.81,3.0,7.0,5.520952,90.0,-0.25,-0.21,0.0,0.0,0.25,1.0,4.89,-19.9,0.0,0.0,-9.43,-1.43,534.1,550,4,"0,1,4,5","554.9,535.0,525.6,524.1"
0,60,4,1.75,1.26,3.0,7.0,11.711724,61.0,0.0,-0.02,0.0,0.0,-2.27,0.0,0.0,-2.67,0.0,0.0,48.91,0.0,304.5,289,2,"1,4","286.3,335.2"
